,Address,BuildingAge,RegDate,Price,SaleableArea,GrossArea,UnitPricePerSaleableArea,UnitPricePerGrossArea,LastHold,GainLoss
3449,FLAT E 4/F GREAT WALL BUILDING  ,43,3/8/2018,4.08,424,510,9623,8000,3047,98
3450,NO. 11 3/F 11 HUNG FOOK STREET  ,62,3/8/2018,4.98,610,-,8161,-,8386,459
3451,NO. 9 1/F 9 HUNG FOOK STREET  ,62,3/8/2018,5.17,610,-,8477,-,7364,525
3452,NO. 39 5/F 39 HUNG FOOK STREET  ,63,3/8/2018,4.63,610,-,7585,-,4802,807
3453,FLAT D 23/F CITY HUB  ,3,3/8/2018,14.74,536,-,27502,-,-,-
3454,FLAT F 23/F CITY HUB  ,3,2/8/2018,6.53,267,-,24442,-,-,-
3455,NO. 5 2/F 5 YING YEUNG STREET  ,60,2/8/2018,5.46,520,-,10500,-,1405,71
3456,FLAT J 12/F LOYAL MANSION  ,53,2/8/2018,1.6,336,-,4762,-,-,
3457,FLAT C 33/F BLOCK 1 SKY TOWER ,16,2/8/2018,9.98,539,717,18516,13919,3847,156
3458,FLAT D 3/F SHUNG FU BUILDING  ,40,2/8/2018,4.78,274,360,17445,13278,2125,139
3459,FLAT C 2/F WING TAK MANSION  ,46,1/8/2018,2.88,304,-,9474,-,2470,118
3460,FLAT A 17/F FOOK SING MANSION  ,55,1/8/2018,5.38,417,-,12902,-,1597,46
3461,FLAT D 9/F BLOCK 3 SUN SHING CENTRE ,33,1/8/2018,4.98,287,390,17352,12769,2249,149
3462,NO. 76 4/F 76 LOK SHAN ROAD  ,62,31/7/2018,6.74,562,-,12000,-,7954,698
3463,FLAT E 52/F TOWER 5 GRAND WATERFRONT ,14,31/7/2018,11,552,757,19928,14531,3914,86
3464,NO. 33 1/F 33 HUNG FOOK STREET  ,63,31/7/2018,5.05,610,-,8272,-,7028,909
3465,NO. 27 3/F 27 HUNG FOOK STREET  ,63,31/7/2018,4.86,610,-,7966,-,7718,359
3466,FLAT D 6/F CITY HUB  ,3,31/7/2018,10.2,510,-,20000,-,-,-
3467,FLAT F 39/F TOWER 5 GRAND WATERFRONT ,14,31/7/2018,8.38,427,585,19625,14325,2723,107
3468,NO. 16 (FLAT A) 2/F LUEN YIP BUILDING  ,56,31/7/2018,3,498,-,6024,-,-,
3469,NO. 47 2/F 47 HUNG FOOK STREET  ,63,31/7/2018,4.95,610,-,8115,-,-,
